Date,Close,High,Low,Open,Volume
4/11/2024,191.7400055,192.5670013,191.5720062,191.7400055,0
4/12/2024,192.3170013,192.3809967,190.022995,192.3170013,0
4/15/2024,191.0099945,192.6799927,190.8880005,191.0099945,0
4/16/2024,191.9299927,192.7890015,191.6609955,191.9299927,0
4/17/2024,192.2899933,192.8309937,192.0090027,192.2899933,0
4/18/2024,192.2019958,192.7749939,191.9069977,192.2019958,0
4/19/2024,192.2709961,192.7140045,190.3540039,192.2709961,0
4/22/2024,191.3650055,191.6840057,190.3190002,191.3670044,0
4/23/2024,191.1829987,192.7550049,190.8359985,191.1829987,0
4/24/2024,192.6950073,192.9429932,192.423996,192.6950073,0
4/25/2024,193.4369965,194.9378357,193.4470062,193.4369965,0
4/26/2024,194.6170044,196.6759949,194.4069977,194.6170044,0
4/29/2024,197.9109955,200.2830048,193.6340027,197.9109955,0
4/30/2024,196.3179932,197.3529968,196.121994,196.3179932,0
5/1/2024,196.9819946,197.4060059,196.5700073,196.9819946,0
5/2/2024,195.2030029,195.7350006,191.8970032,195.2030029,0
5/3/2024,191.9129944,192.5189972,191.4049988,191.9129944,0
5/6/2024,192.576004,193.6340027,192.4409943,192.576004,0
5/7/2024,193.7169952,194.1130066,193.0200043,193.7169952,0
5/8/2024,193.4470062,194.3910065,193.3589935,193.4470062,0
5/9/2024,194.1589966,194.848999,193.9140015,194.1589966,0
5/10/2024,194.6230011,195.279007,194.6210022,194.6230011,0
5/13/2024,195.1190033,196.1900024,194.8560028,195.1190033,0
5/14/2024,196.2400055,197.0420074,195.7449951,196.2400055,0
5/15/2024,196.9470062,197.0809937,196.0650024,196.9470062,0
5/16/2024,195.7669983,196.8580017,195.0500031,195.7669983,0
5/17/2024,196.8840027,197.6130066,196.8049927,196.8840027,0
5/20/2024,197.8999939,198.4409943,197.404007,197.8999939,0
5/21/2024,198.7460022,198.8849945,198.279007,198.7460022,0
5/22/2024,198.6049957,199.529007,198.5200043,198.6049957,0
5/23/2024,199.3390045,199.8710022,199.1490021,199.3390045,0
5/24/2024,199.2230072,200.0800018,199.1269989,199.2230072,0
5/27/2024,199.7810059,200.3800049,199.5899963,199.7810059,0
5/28/2024,200.3090057,200.6080017,200.1609955,200.3090057,0
5/29/2024,200.6309967,200.7290039,200.0690002,200.6309967,0
5/30/2024,200.1190033,200.147995,198.75,200.1190033,0
5/31/2024,199.7859955,200.2599945,199.2319946,199.7859955,0
6/3/2024,200.3110046,200.6369934,199.2310028,200.3110046,0
6/4/2024,199.9199982,200.404007,197.2019958,199.9199982,0
6/5/2024,198.1199951,199.7200012,198.1130066,198.1199951,0
